지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
129,2018-01-28 22:00,-5.8,0,320,1.9,1020.7,1024.5,55,0,0
129,2018-01-28 23:00,-6.5,0,0,0.3,1020.7,1024.5,60,0,0
129,2018-01-29 0:00,-8.5,0,90,0.8,1020.3,1024.1,70,0,0
129,2018-01-29 1:00,-7.1,0,50,1.4,1020.2,1024,66,0,0
129,2018-01-29 2:00,-6.2,0,70,0.9,1020.4,1024.2,66,0,0
129,2018-01-29 3:00,-6.4,0,180,0.6,1020.3,1024.1,73,0,0
129,2018-01-29 4:00,-6.1,0,360,4.6,1020.3,1024.1,73,0,0
129,2018-01-29 5:00,-7.3,0,20,2,1020,1023.8,67,0,0
129,2018-01-29 6:00,-7.6,0,360,2.2,1020.5,1024.3,48,0,0
129,2018-01-29 7:00,-8.4,0,50,1,1020.2,1024,47,0,0
129,2018-01-29 8:00,-8.9,0,0,0.1,1021,1024.8,60,0.01,0
129,2018-01-29 9:00,-6.7,0,50,1.2,1021.3,1025.1,48,0.22,720
129,2018-01-29 10:00,-6.2,0,360,3.8,1021.6,1025.4,48,0.72,1800
129,2018-01-29 11:00,-5.6,0,360,3.9,1022.1,1025.9,42,1.3,3600
129,2018-01-29 12:00,-5.5,0,360,4.1,1021.8,1025.6,37,2.02,3600
129,2018-01-29 13:00,-5.1,0,320,6,1021.3,1025.1,38,2.22,3600
129,2018-01-29 14:00,-4.4,0,320,5.1,1020.9,1024.6,40,2.21,3600
129,2018-01-29 15:00,-4.4,0,320,4.8,1020.8,1024.5,42,1.64,3600
129,2018-01-29 16:00,-5.3,0,320,3.5,1021.3,1025.1,45,1.35,3600
129,2018-01-29 17:00,-5.4,0,320,2.7,1021.6,1025.4,53,0.62,3600
129,2018-01-29 18:00,-6.1,0,250,1.1,1021.6,1025.4,60,0.08,0
129,2018-01-29 19:00,-5.8,0,320,2.1,1022,1025.8,67,0,0
129,2018-01-29 20:00,-6.1,0,200,1.4,1022,1025.8,75,0,0
129,2018-01-29 21:00,-6,0,230,1.1,1022.3,1026.1,77,0,0
129,2018-01-29 22:00,-4.9,0,340,3.2,1022.5,1026.3,62,0,0
129,2018-01-29 23:00,-6,0,20,1.8,1022.6,1026.4,58,0,0
129,2018-01-30 0:00,-7.4,0,50,1.1,1022.9,1026.7,64,0,0
129,2018-01-30 1:00,-8.1,0,70,1,1022.7,1026.5,65,0,0
129,2018-01-30 2:00,-9.1,0,0,0.4,1022.8,1026.6,73,0,0
129,2018-01-30 3:00,-9.1,0,0,0.4,1023.4,1027.2,76,0,0
129,2018-01-30 4:00,-9.3,0,200,1.2,1023.5,1027.3,74,0,0
129,2018-01-30 5:00,-10.5,0,180,1.1,1023.8,1027.6,78,0,0
129,2018-01-30 6:00,-11.8,0,20,0.8,1023.3,1027.2,84,0,0
129,2018-01-30 7:00,-12.1,0,0,0.4,1023.4,1027.3,86,0,0
129,2018-01-30 8:00,-12.5,0,0,0.2,1024.2,1028.1,86,0.01,0
129,2018-01-30 9:00,-9,0,0,0,1024.3,1028.1,80,0.54,2880
129,2018-01-30 10:00,-5.8,0,320,0.7,1024.2,1028,73,1.1,3600
129,2018-01-30 11:00,-3.2,0,230,2.2,1024.2,1027.9,52,1.79,3600
129,2018-01-30 12:00,-1.6,0,270,1.7,1023.4,1027.1,47,2.04,3600
129,2018-01-30 13:00,-0.6,0,230,4.2,1022.9,1026.6,49,2.11,3600
129,2018-01-30 14:00,-0.6,0,250,5,1022.9,1026.6,59,1.55,3600
129,2018-01-30 15:00,-2.2,0,200,4.1,1022.8,1026.5,85,0.89,720
129,2018-01-30 16:00,-2.2,0,180,4.6,1022.4,1026.1,91,0.51,0
129,2018-01-30 17:00,-2.3,0,180,3.1,1022.4,1026.1,91,0.3,1440
129,2018-01-30 18:00,-2.2,0,180,3,1022.4,1026.1,91,0.11,0
129,2018-01-30 19:00,-2.2,0,180,3,1022.5,1026.2,91,0,0
129,2018-01-30 20:00,-2.3,0,180,2,1022.7,1026.4,89,0,0
129,2018-01-30 21:00,-2.6,0,230,1.2,1023.1,1026.8,91,0,0
129,2018-01-30 22:00,-3.6,0,0,0.4,1023.5,1027.2,92,0,0
129,2018-01-30 23:00,-4.6,0,270,0.9,1023.8,1027.6,94,0,0
129,2018-01-31 0:00,-5.1,0,180,0.7,1024.3,1028.1,96,0,0
129,2018-01-31 1:00,-4.8,0,360,0.5,1023.9,1027.7,96,0,0
129,2018-01-31 2:00,-4.9,0,0,0.3,1023.9,1027.7,95,0,0
129,2018-01-31 3:00,-4.6,0,110,0.7,1023.8,1027.6,96,0,0
129,2018-01-31 4:00,-5,0,0,0.4,1023.2,1027,95,0,0
129,2018-01-31 5:00,-5.1,0,0,0.4,1023.7,1027.5,95,0,0
129,2018-01-31 6:00,-5.7,0,0,0.4,1024.4,1028.2,93,0,0
129,2018-01-31 7:00,-5.5,0,0,0,1024.8,1028.6,92,0,0
129,2018-01-31 8:00,-5.1,0,70,1.2,1025,1028.8,91,0.01,0
129,2018-01-31 9:00,-2.7,0,90,0.5,1025.7,1029.4,85,0.34,2520
129,2018-01-31 10:00,0.3,0,20,1.4,1025.6,1029.3,57,0.9,3600
129,2018-01-31 11:00,0.9,0,50,1.5,1025.3,1029,41,0.88,2880
129,2018-01-31 12:00,0.9,0,20,2.4,1024.8,1028.5,37,0.85,360
129,2018-01-31 13:00,0.9,0,20,2.4,1024.1,1027.8,32,0.93,0
129,2018-01-31 14:00,1,0,50,1.1,1024.1,1027.8,29,0.93,360
129,2018-01-31 15:00,0.9,0,20,2,1023.4,1027.1,29,0.57,0
129,2018-01-31 16:00,0.9,0,20,2.6,1023.7,1027.4,29,0.71,0
129,2018-01-31 17:00,0,0,360,1.5,1024,1027.7,32,0.3,0
129,2018-01-31 18:00,-0.6,0,20,1.5,1024.2,1027.9,37,0.05,0
129,2018-01-31 19:00,-1.2,0,20,2.3,1024.5,1028.2,42,0,0
129,2018-01-31 20:00,-1.4,0,50,0.9,1025.2,1028.9,45,0,0
129,2018-01-31 21:00,-1.5,0,50,1.1,1025.6,1029.3,42,0,0
129,2018-01-31 22:00,-2.1,0,0,0.4,1025.7,1029.4,47,0,0
129,2018-01-31 23:00,-3.8,0,20,0.7,1025.8,1029.6,54,0,0
